date,fiscal_year,product_id,product_name,category,consumption_tmt,consumption_mmt
2019-05-01,FY 2019-20,PRD08,Fuel Oil (FO / LSHS),Heavy Ends,777.48,0.7775
2019-05-01,FY 2019-20,PRD09,Light Diesel Oil & Lubes,Others,1171.23,1.1712
2019-06-01,FY 2019-20,PRD01,High Speed Diesel (HSD),Middle Distillate,6555.33,6.5553
2019-06-01,FY 2019-20,PRD02,Motor Spirit (Petrol / MS),Light Distillate,2646.68,2.6467
2019-06-01,FY 2019-20,PRD03,Liquefied Petroleum Gas (LPG),Light Distillate,2135.83,2.1358
2019-06-01,FY 2019-20,PRD04,Aviation Turbine Fuel (ATF),Middle Distillate,586.22,0.5862
2019-06-01,FY 2019-20,PRD05,Naphtha,Light Distillate,992.41,0.9924
2019-06-01,FY 2019-20,PRD06,Petroleum Coke (Petcoke),Heavy Ends,1277.74,1.2777
2019-06-01,FY 2019-20,PRD07,Bitumen,Heavy Ends,680.85,0.6809
2019-06-01,FY 2019-20,PRD08,Fuel Oil (FO / LSHS),Heavy Ends,780.53,0.7805
2019-06-01,FY 2019-20,PRD09,Light Diesel Oil & Lubes,Others,1176.48,1.1765
2019-07-01,FY 2019-20,PRD01,High Speed Diesel (HSD),Middle Distillate,6175.3,6.1753
2019-07-01,FY 2019-20,PRD02,Motor Spirit (Petrol / MS),Light Distillate,2484.8,2.4848
2019-07-01,FY 2019-20,PRD03,Liquefied Petroleum Gas (LPG),Light Distillate,2043.5,2.0435
2019-07-01,FY 2019-20,PRD04,Aviation Turbine Fuel (ATF),Middle Distillate,541.0,0.541
2019-07-01,FY 2019-20,PRD05,Naphtha,Light Distillate,984.05,0.984
2019-07-01,FY 2019-20,PRD06,Petroleum Coke (Petcoke),Heavy Ends,1210.34,1.2103
2019-07-01,FY 2019-20,PRD07,Bitumen,Heavy Ends,403.51,0.4035
2019-07-01,FY 2019-20,PRD08,Fuel Oil (FO / LSHS),Heavy Ends,724.81,0.7248
2019-07-01,FY 2019-20,PRD09,Light Diesel Oil & Lubes,Others,1091.29,1.0913
2019-08-01,FY 2019-20,PRD01,High Speed Diesel (HSD),Middle Distillate,6211.05,6.2111
2019-08-01,FY 2019-20,PRD02,Motor Spirit (Petrol / MS),Light Distillate,2507.7,2.5077
2019-08-01,FY 2019-20,PRD03,Liquefied Petroleum Gas (LPG),Light Distillate,2025.34,2.0253
2019-08-01,FY 2019-20,PRD04,Aviation Turbine Fuel (ATF),Middle Distillate,560.5,0.5605
2019-08-01,FY 2019-20,PRD05,Naphtha,Light Distillate,968.19,0.9682
2019-08-01,FY 2019-20,PRD06,Petroleum Coke (Petcoke),Heavy Ends,1170.05,1.1701
2019-08-01,FY 2019-20,PRD07,Bitumen,Heavy Ends,413.4,0.4134
2019-08-01,FY 2019-20,PRD08,Fuel Oil (FO / LSHS),Heavy Ends,714.6,0.7146
2019-08-01,FY 2019-20,PRD09,Light Diesel Oil & Lubes,Others,1140.22,1.1402
2019-09-01,FY 2019-20,PRD01,High Speed Diesel (HSD),Middle Distillate,6624.78,6.6248
2019-09-01,FY 2019-20,PRD02,Motor Spirit (Petrol / MS),Light Distillate,2684.41,2.6844
2019-09-01,FY 2019-20,PRD03,Liquefied Petroleum Gas (LPG),Light Distillate,2186.01,2.186
2019-09-01,FY 2019-20,PRD04,Aviation Turbine Fuel (ATF),Middle Distillate,600.81,0.6008
2019-09-01,FY 2019-20,PRD05,Naphtha,Light Distillate,1022.6,1.0226
2019-09-01,FY 2019-20,PRD06,Petroleum Coke (Petcoke),Heavy Ends,1306.97,1.307
2019-09-01,FY 2019-20,PRD07,Bitumen,Heavy Ends,662.57,0.6626
2019-09-01,FY 2019-20,PRD08,Fuel Oil (FO / LSHS),Heavy Ends,786.69,0.7867
2019-09-01,FY 2019-20,PRD09,Light Diesel Oil & Lubes,Others,1192.18,1.1922
2019-10-01,FY 2019-20,PRD01,High Speed Diesel (HSD),Middle Distillate,6993.12,6.9931
2019-10-01,FY 2019-20,PRD02,Motor Spirit (Petrol / MS),Light Distillate,2816.7,2.8167
2019-10-01,FY 2019-20,PRD03,Liquefied Petroleum Gas (LPG),Light Distillate,2310.19,2.3102
2019-10-01,FY 2019-20,PRD04,Aviation Turbine Fuel (ATF),Middle Distillate,637.74,0.6377
2019-10-01,FY 2019-20,PRD05,Naphtha,Light Distillate,1064.87,1.0649
2019-10-01,FY 2019-20,PRD06,Petroleum Coke (Petcoke),Heavy Ends,1351.04,1.351
2019-10-01,FY 2019-20,PRD07,Bitumen,Heavy Ends,737.53,0.7375
2019-10-01,FY 2019-20,PRD08,Fuel Oil (FO / LSHS),Heavy Ends,820.87,0.8209
2019-10-01,FY 2019-20,PRD09,Light Diesel Oil & Lubes,Others,1290.73,1.2907
2019-11-01,FY 2019-20,PRD01,High Speed Diesel (HSD),Middle Distillate,6997.3,6.9973
2019-11-01,FY 2019-20,PRD02,Motor Spirit (Petrol / MS),Light Distillate,2815.29,2.8153
2019-11-01,FY 2019-20,PRD03,Liquefied Petroleum Gas (LPG),Light Distillate,2300.23,2.3002
2019-11-01,FY 2019-20,PRD04,Aviation Turbine Fuel (ATF),Middle Distillate,640.01,0.64
2019-11-01,FY 2019-20,PRD05,Naphtha,Light Distillate,1059.81,1.0598
2019-11-01,FY 2019-20,PRD06,Petroleum Coke (Petcoke),Heavy Ends,1393.25,1.3933
2019-11-01,FY 2019-20,PRD07,Bitumen,Heavy Ends,736.31,0.7363
2019-11-01,FY 2019-20,PRD08,Fuel Oil (FO / LSHS),Heavy Ends,839.3,0.8393
2019-11-01,FY 2019-20,PRD09,Light Diesel Oil & Lubes,Others,1253.23,1.2532
2019-12-01,FY 2019-20,PRD01,High Speed Diesel (HSD),Middle Distillate,7026.8,7.0268
2019-12-01,FY 2019-20,PRD02,Motor Spirit (Petrol / MS),Light Distillate,2878.81,2.8788
2019-12-01,FY 2019-20,PRD03,Liquefied Petroleum Gas (LPG),Light Distillate,2304.03,2.304
2019-12-01,FY 2019-20,PRD04,Aviation Turbine Fuel (ATF),Middle Distillate,652.0,0.652
2019-12-01,FY 2019-20,PRD05,Naphtha,Light Distillate,1097.9,1.0979
2019-12-01,FY 2019-20,PRD06,Petroleum Coke (Petcoke),Heavy Ends,1349.18,1.3492
2019-12-01,FY 2019-20,PRD07,Bitumen,Heavy Ends,739.31,0.7393
2019-12-01,FY 2019-20,PRD08,Fuel Oil (FO / LSHS),Heavy Ends,835.91,0.8359
2019-12-01,FY 2019-20,PRD09,Light Diesel Oil & Lubes,Others,1271.84,1.2718
2020-01-01,FY 2019-20,PRD01,High Speed Diesel (HSD),Middle Distillate,6707.96,6.708
2020-01-01,FY 2019-20,PRD02,Motor Spirit (Petrol / MS),Light Distillate,2699.69,2.6997
2020-01-01,FY 2019-20,PRD03,Liquefied Petroleum Gas (LPG),Light Distillate,2201.91,2.2019
2020-01-01,FY 2019-20,PRD04,Aviation Turbine Fuel (ATF),Middle Distillate,613.85,0.6139
2020-01-01,FY 2019-20,PRD05,Naphtha,Light Distillate,1049.18,1.0492
2020-01-01,FY 2019-20,PRD06,Petroleum Coke (Petcoke),Heavy Ends,1300.25,1.3002
2020-01-01,FY 2019-20,PRD07,Bitumen,Heavy Ends,711.34,0.7113
2020-01-01,FY 2019-20,PRD08,Fuel Oil (FO / LSHS),Heavy Ends,794.56,0.7946
2020-01-01,FY 2019-20,PRD09,Light Diesel Oil & Lubes,Others,1236.47,1.2365
2020-02-01,FY 2019-20,PRD01,High Speed Diesel (HSD),Middle Distillate,6704.65,6.7046
2020-02-01,FY 2019-20,PRD02,Motor Spirit (Petrol / MS),Light Distillate,2748.62,2.7486
2020-02-01,FY 2019-20,PRD03,Liquefied Petroleum Gas (LPG),Light Distillate,2228.82,2.2288
2020-02-01,FY 2019-20,PRD04,Aviation Turbine Fuel (ATF),Middle Distillate,644.47,0.6445
2020-02-01,FY 2019-20,PRD05,Naphtha,Light Distillate,1039.81,1.0398
2020-02-01,FY 2019-20,PRD06,Petroleum Coke (Petcoke),Heavy Ends,1346.58,1.3466
2020-02-01,FY 2019-20,PRD07,Bitumen,Heavy Ends,701.86,0.7019
2020-02-01,FY 2019-20,PRD08,Fuel Oil (FO / LSHS),Heavy Ends,768.37,0.7684
2020-02-01,FY 2019-20,PRD09,Light Diesel Oil & Lubes,Others,1247.85,1.2478
2020-03-01,FY 2019-20,PRD01,High Speed Diesel (HSD),Middle Distillate,7060.52,7.0605
2020-03-01,FY 2019-20,PRD02,Motor Spirit (Petrol / MS),Light Distillate,2905.0,2.905
2020-03-01,FY 2019-20,PRD03,Liquefied Petroleum Gas (LPG),Light Distillate,2377.39,2.3774
2020-03-01,FY 2019-20,PRD04,Aviation Turbine Fuel (ATF),Middle Distillate,651.38,0.6514
2020-03-01,FY 2019-20,PRD05,Naphtha,Light Distillate,1099.08,1.0991
2020-03-01,FY 2019-20,PRD06,Petroleum Coke (Petcoke),Heavy Ends,1399.59,1.3996
2020-03-01,FY 2019-20,PRD07,Bitumen,Heavy Ends,738.65,0.7387
2020-03-01,FY 2019-20,PRD08,Fuel Oil (FO / LSHS),Heavy Ends,841.26,0.8413
2020-03-01,FY 2019-20,PRD09,Light Diesel Oil & Lubes,Others,1260.31,1.2603
2020-04-01,FY 2020-21,PRD01,High Speed Diesel (HSD),Middle Distillate,3510.71,3.5107
2020-04-01,FY 2020-21,PRD02,Motor Spirit (Petrol / MS),Light Distillate,1430.55,1.4305
2020-04-01,FY 2020-21,PRD03,Liquefied Petroleum Gas (LPG),Light Distillate,1198.92,1.1989
2020-04-01,FY 2020-21,PRD04,Aviation Turbine Fuel (ATF),Middle Distillate,330.39,0.3304
2020-04-01,FY 2020-21,PRD05,Naphtha,Light Distillate,553.97,0.554
2020-04-01,FY 2020-21,PRD06,Petroleum Coke (Petcoke),Heavy Ends,695.25,0.6953
2020-04-01,FY 2020-21,PRD07,Bitumen,Heavy Ends,351.94,0.3519
2020-04-01,FY 2020-21,PRD08,Fuel Oil (FO / LSHS),Heavy Ends,437.12,0.4371
2020-04-01,FY 2020-21,PRD09,Light Diesel Oil & Lubes,Others,671.97,0.672
2020-05-01,FY 2020-21,PRD01,High Speed Diesel (HSD),Middle Distillate,4869.08,4.8691
2020-05-01,FY 2020-21,PRD02,Motor Spirit (Petrol / MS),Light Distillate,2028.69,2.0287
2020-05-01,FY 2020-21,PRD03,Liquefied Petroleum Gas (LPG),Light Distillate,1625.27,1.6253
2020-05-01,FY 2020-21,PRD04,Aviation Turbine Fuel (ATF),Middle Distillate,433.92,0.4339
2020-05-01,FY 2020-21,PRD05,Naphtha,Light Distillate,764.97,0.765
2020-05-01,FY 2020-21,PRD06,Petroleum Coke (Petcoke),Heavy Ends,961.96,0.962
2020-05-01,FY 2020-21,PRD07,Bitumen,Heavy Ends,503.66,0.5037
2020-05-01,FY 2020-21,PRD08,Fuel Oil (FO / LSHS),Heavy Ends,581.33,0.5813
2020-05-01,FY 2020-21,PRD09,Light Diesel Oil & Lubes,Others,896.34,0.8963
2020-06-01,FY 2020-21,PRD01,High Speed Diesel (HSD),Middle Distillate,6755.38,6.7554
2020-06-01,FY 2020-21,PRD02,Motor Spirit (Petrol / MS),Light Distillate,2807.32,2.8073
2020-06-01,FY 2020-21,PRD03,Liquefied Petroleum Gas (LPG),Light Distillate,2293.4,2.2934
2020-06-01,FY 2020-21,PRD04,Aviation Turbine Fuel (ATF),Middle Distillate,623.71,0.6237
2020-06-01,FY 2020-21,PRD05,Naphtha,Light Distillate,1082.09,1.0821
2020-06-01,FY 2020-21,PRD06,Petroleum Coke (Petcoke),Heavy Ends,1312.74,1.3127
2020-06-01,FY 2020-21,PRD07,Bitumen,Heavy Ends,716.89,0.7169
2020-06-01,FY 2020-21,PRD08,Fuel Oil (FO / LSHS),Heavy Ends,781.05,0.781
2020-06-01,FY 2020-21,PRD09,Light Diesel Oil & Lubes,Others,1225.56,1.2256
2020-07-01,FY 2020-21,PRD01,High Speed Diesel (HSD),Middle Distillate,6369.61,6.3696
2020-07-01,FY 2020-21,PRD02,Motor Spirit (Petrol / MS),Light Distillate,2631.62,2.6316
2020-07-01,FY 2020-21,PRD03,Liquefied Petroleum Gas (LPG),Light Distillate,2146.03,2.146
2020-07-01,FY 2020-21,PRD04,Aviation Turbine Fuel (ATF),Middle Distillate,582.41,0.5824
2020-07-01,FY 2020-21,PRD05,Naphtha,Light Distillate,1016.48,1.0165
2020-07-01,FY 2020-21,PRD06,Petroleum Coke (Petcoke),Heavy Ends,1250.08,1.2501
2020-07-01,FY 2020-21,PRD07,Bitumen,Heavy Ends,377.78,0.3778
2020-07-01,FY 2020-21,PRD08,Fuel Oil (FO / LSHS),Heavy Ends,770.04,0.77
2020-07-01,FY 2020-21,PRD09,Light Diesel Oil & Lubes,Others,1158.68,1.1587
2020-08-01,FY 2020-21,PRD01,High Speed Diesel (HSD),Middle Distillate,6393.11,6.3931
2020-08-01,FY 2020-21,PRD02,Motor Spirit (Petrol / MS),Light Distillate,2666.67,2.6667
2020-08-01,FY 2020-21,PRD03,Liquefied Petroleum Gas (LPG),Light Distillate,2167.89,2.1679
2020-08-01,FY 2020-21,PRD04,Aviation Turbine Fuel (ATF),Middle Distillate,603.79,0.6038
2020-08-01,FY 2020-21,PRD05,Naphtha,Light Distillate,1014.11,1.0141
2020-08-01,FY 2020-21,PRD06,Petroleum Coke (Petcoke),Heavy Ends,1245.74,1.2457
2020-08-01,FY 2020-21,PRD07,Bitumen,Heavy Ends,435.45,0.4355
2020-08-01,FY 2020-21,PRD08,Fuel Oil (FO / LSHS),Heavy Ends,758.11,0.7581
2020-08-01,FY 2020-21,PRD09,Light Diesel Oil & Lubes,Others,1172.54,1.1725
2020-09-01,FY 2020-21,PRD01,High Speed Diesel (HSD),Middle Distillate,6832.42,6.8324
2020-09-01,FY 2020-21,PRD02,Motor Spirit (Petrol / MS),Light Distillate,2848.66,2.8487
2020-09-01,FY 2020-21,PRD03,Liquefied Petroleum Gas (LPG),Light Distillate,2320.43,2.3204
2020-09-01,FY 2020-21,PRD04,Aviation Turbine Fuel (ATF),Middle Distillate,664.12,0.6641
2020-09-01,FY 2020-21,PRD05,Naphtha,Light Distillate,1070.27,1.0703
2020-09-01,FY 2020-21,PRD06,Petroleum Coke (Petcoke),Heavy Ends,1338.23,1.3382
2020-09-01,FY 2020-21,PRD07,Bitumen,Heavy Ends,718.02,0.718
2020-09-01,FY 2020-21,PRD08,Fuel Oil (FO / LSHS),Heavy Ends,821.87,0.8219
2020-09-01,FY 2020-21,PRD09,Light Diesel Oil & Lubes,Others,1230.87,1.2309
2020-10-01,FY 2020-21,PRD01,High Speed Diesel (HSD),Middle Distillate,7145.99,7.146
2020-10-01,FY 2020-21,PRD02,Motor Spirit (Petrol / MS),Light Distillate,2994.33,2.9943
2020-10-01,FY 2020-21,PRD03,Liquefied Petroleum Gas (LPG),Light Distillate,2417.6,2.4176
2020-10-01,FY 2020-21,PRD04,Aviation Turbine Fuel (ATF),Middle Distillate,653.66,0.6537
2020-10-01,FY 2020-21,PRD05,Naphtha,Light Distillate,1139.02,1.139
2020-10-01,FY 2020-21,PRD06,Petroleum Coke (Petcoke),Heavy Ends,1400.99,1.401
2020-10-01,FY 2020-21,PRD07,Bitumen,Heavy Ends,732.92,0.7329
2020-10-01,FY 2020-21,PRD08,Fuel Oil (FO / LSHS),Heavy Ends,849.65,0.8497
2020-10-01,FY 2020-21,PRD09,Light Diesel Oil & Lubes,Others,1333.0,1.333
2020-11-01,FY 2020-21,PRD01,High Speed Diesel (HSD),Middle Distillate,7166.62,7.1666
2020-11-01,FY 2020-21,PRD02,Motor Spirit (Petrol / MS),Light Distillate,3031.45,3.0314
2020-11-01,FY 2020-21,PRD03,Liquefied Petroleum Gas (LPG),Light Distillate,2466.35,2.4663
2020-11-01,FY 2020-21,PRD04,Aviation Turbine Fuel (ATF),Middle Distillate,676.3,0.6763
2020-11-01,FY 2020-21,PRD05,Naphtha,Light Distillate,1153.12,1.1531
2020-11-01,FY 2020-21,PRD06,Petroleum Coke (Petcoke),Heavy Ends,1451.58,1.4516
2020-11-01,FY 2020-21,PRD07,Bitumen,Heavy Ends,751.22,0.7512
2020-11-01,FY 2020-21,PRD08,Fuel Oil (FO / LSHS),Heavy Ends,852.77,0.8528
2020-11-01,FY 2020-21,PRD09,Light Diesel Oil & Lubes,Others,1317.73,1.3177
2020-12-01,FY 2020-21,PRD01,High Speed Diesel (HSD),Middle Distillate,7208.63,7.2086
2020-12-01,FY 2020-21,PRD02,Motor Spirit (Petrol / MS),Light Distillate,3058.19,3.0582
2020-12-01,FY 2020-21,PRD03,Liquefied Petroleum Gas (LPG),Light Distillate,2445.92,2.4459
2020-12-01,FY 2020-21,PRD04,Aviation Turbine Fuel (ATF),Middle Distillate,651.03,0.651
2020-12-01,FY 2020-21,PRD05,Naphtha,Light Distillate,1158.86,1.1589
2020-12-01,FY 2020-21,PRD06,Petroleum Coke (Petcoke),Heavy Ends,1438.05,1.4381
2020-12-01,FY 2020-21,PRD07,Bitumen,Heavy Ends,753.35,0.7534
2020-12-01,FY 2020-21,PRD08,Fuel Oil (FO / LSHS),Heavy Ends,866.47,0.8665
2020-12-01,FY 2020-21,PRD09,Light Diesel Oil & Lubes,Others,1333.02,1.333
2021-01-01,FY 2020-21,PRD01,High Speed Diesel (HSD),Middle Distillate,6903.57,6.9036
2021-01-01,FY 2020-21,PRD02,Motor Spirit (Petrol / MS),Light Distillate,2907.11,2.9071
2021-01-01,FY 2020-21,PRD03,Liquefied Petroleum Gas (LPG),Light Distillate,2375.51,2.3755
2021-01-01,FY 2020-21,PRD04,Aviation Turbine Fuel (ATF),Middle Distillate,673.83,0.6738
2021-01-01,FY 2020-21,PRD05,Naphtha,Light Distillate,1096.17,1.0962
2021-01-01,FY 2020-21,PRD06,Petroleum Coke (Petcoke),Heavy Ends,1359.74,1.3597
2021-01-01,FY 2020-21,PRD07,Bitumen,Heavy Ends,735.64,0.7356
2021-01-01,FY 2020-21,PRD08,Fuel Oil (FO / LSHS),Heavy Ends,809.92,0.8099
2021-01-01,FY 2020-21,PRD09,Light Diesel Oil & Lubes,Others,1304.22,1.3042
2021-02-01,FY 2020-21,PRD01,High Speed Diesel (HSD),Middle Distillate,6899.48,6.8995
2021-02-01,FY 2020-21,PRD02,Motor Spirit (Petrol / MS),Light Distillate,2917.27,2.9173
2021-02-01,FY 2020-21,PRD03,Liquefied Petroleum Gas (LPG),Light Distillate,2359.08,2.3591
2021-02-01,FY 2020-21,PRD04,Aviation Turbine Fuel (ATF),Middle Distillate,652.52,0.6525
2021-02-01,FY 2020-21,PRD05,Naphtha,Light Distillate,1103.41,1.1034
2021-02-01,FY 2020-21,PRD06,Petroleum Coke (Petcoke),Heavy Ends,1355.54,1.3555
2021-02-01,FY 2020-21,PRD07,Bitumen,Heavy Ends,735.58,0.7356
2021-02-01,FY 2020-21,PRD08,Fuel Oil (FO / LSHS),Heavy Ends,795.17,0.7952
2021-02-01,FY 2020-21,PRD09,Light Diesel Oil & Lubes,Others,1274.91,1.2749
2021-03-01,FY 2020-21,PRD01,High Speed Diesel (HSD),Middle Distillate,7264.88,7.2649
2021-03-01,FY 2020-21,PRD02,Motor Spirit (Petrol / MS),Light Distillate,3109.22,3.1092
2021-03-01,FY 2020-21,PRD03,Liquefied Petroleum Gas (LPG),Light Distillate,2490.73,2.4907
2021-03-01,FY 2020-21,PRD04,Aviation Turbine Fuel (ATF),Middle Distillate,650.65,0.6506
2021-03-01,FY 2020-21,PRD05,Naphtha,Light Distillate,1134.85,1.1348
2021-03-01,FY 2020-21,PRD06,Petroleum Coke (Petcoke),Heavy Ends,1415.3,1.4153
2021-03-01,FY 2020-21,PRD07,Bitumen,Heavy Ends,785.57,0.7856
2021-03-01,FY 2020-21,PRD08,Fuel Oil (FO / LSHS),Heavy Ends,884.44,0.8844
2021-03-01,FY 2020-21,PRD09,Light Diesel Oil & Lubes,Others,1344.46,1.3445
2021-04-01,FY 2021-22,PRD01,High Speed Diesel (HSD),Middle Distillate,6946.44,6.9464
2021-04-01,FY 2021-22,PRD02,Motor Spirit (Petrol / MS),Light Distillate,2954.23,2.9542
2021-04-01,FY 2021-22,PRD03,Liquefied Petroleum Gas (LPG),Light Distillate,2393.25,2.3933
2021-04-01,FY 2021-22,PRD04,Aviation Turbine Fuel (ATF),Middle Distillate,634.8,0.6348
2021-04-01,FY 2021-22,PRD05,Naphtha,Light Distillate,1092.14,1.0921
2021-04-01,FY 2021-22,PRD06,Petroleum Coke (Petcoke),Heavy Ends,1347.78,1.3478
2021-04-01,FY 2021-22,PRD07,Bitumen,Heavy Ends,735.16,0.7352
2021-04-01,FY 2021-22,PRD08,Fuel Oil (FO / LSHS),Heavy Ends,821.99,0.822
2021-04-01,FY 2021-22,PRD09,Light Diesel Oil & Lubes,Others,1290.78,1.2908
2021-05-01,FY 2021-22,PRD01,High Speed Diesel (HSD),Middle Distillate,6945.15,6.9451
2021-05-01,FY 2021-22,PRD02,Motor Spirit (Petrol / MS),Light Distillate,2965.27,2.9653
2021-05-01,FY 2021-22,PRD03,Liquefied Petroleum Gas (LPG),Light Distillate,2393.18,2.3932
2021-05-01,FY 2021-22,PRD04,Aviation Turbine Fuel (ATF),Middle Distillate,642.75,0.6428
2021-05-01,FY 2021-22,PRD05,Naphtha,Light Distillate,1111.07,1.1111
2021-05-01,FY 2021-22,PRD06,Petroleum Coke (Petcoke),Heavy Ends,1357.85,1.3579
2021-05-01,FY 2021-22,PRD07,Bitumen,Heavy Ends,734.65,0.7347
2021-05-01,FY 2021-22,PRD08,Fuel Oil (FO / LSHS),Heavy Ends,828.5,0.8285
2021-05-01,FY 2021-22,PRD09,Light Diesel Oil & Lubes,Others,1272.56,1.2726
2021-06-01,FY 2021-22,PRD01,High Speed Diesel (HSD),Middle Distillate,6950.54,6.9505
2021-06-01,FY 2021-22,PRD02,Motor Spirit (Petrol / MS),Light Distillate,2986.7,2.9867
2021-06-01,FY 2021-22,PRD03,Liquefied Petroleum Gas (LPG),Light Distillate,2400.85,2.4008
2021-06-01,FY 2021-22,PRD04,Aviation Turbine Fuel (ATF),Middle Distillate,648.78,0.6488
2021-06-01,FY 2021-22,PRD05,Naphtha,Light Distillate,1089.77,1.0898
2021-06-01,FY 2021-22,PRD06,Petroleum Coke (Petcoke),Heavy Ends,1394.94,1.3949
2021-06-01,FY 2021-22,PRD07,Bitumen,Heavy Ends,770.53,0.7705
2021-06-01,FY 2021-22,PRD08,Fuel Oil (FO / LSHS),Heavy Ends,814.49,0.8145
2021-06-01,FY 2021-22,PRD09,Light Diesel Oil & Lubes,Others,1295.08,1.2951
2021-07-01,FY 2021-22,PRD01,High Speed Diesel (HSD),Middle Distillate,6545.53,6.5455
2021-07-01,FY 2021-22,PRD02,Motor Spirit (Petrol / MS),Light Distillate,2834.49,2.8345
2021-07-01,FY 2021-22,PRD03,Liquefied Petroleum Gas (LPG),Light Distillate,2264.72,2.2647
2021-07-01,FY 2021-22,PRD04,Aviation Turbine Fuel (ATF),Middle Distillate,613.88,0.6139
2021-07-01,FY 2021-22,PRD05,Naphtha,Light Distillate,1026.92,1.0269
2021-07-01,FY 2021-22,PRD06,Petroleum Coke (Petcoke),Heavy Ends,1296.92,1.2969
2021-07-01,FY 2021-22,PRD07,Bitumen,Heavy Ends,400.54,0.4005
2021-07-01,FY 2021-22,PRD08,Fuel Oil (FO / LSHS),Heavy Ends,792.35,0.7923
2021-07-01,FY 2021-22,PRD09,Light Diesel Oil & Lubes,Others,1200.8,1.2008
2021-08-01,FY 2021-22,PRD01,High Speed Diesel (HSD),Middle Distillate,6579.33,6.5793
2021-08-01,FY 2021-22,PRD02,Motor Spirit (Petrol / MS),Light Distillate,2828.39,2.8284
2021-08-01,FY 2021-22,PRD03,Liquefied Petroleum Gas (LPG),Light Distillate,2292.94,2.2929
2021-08-01,FY 2021-22,PRD04,Aviation Turbine Fuel (ATF),Middle Distillate,610.65,0.6107
2021-08-01,FY 2021-22,PRD05,Naphtha,Light Distillate,1031.6,1.0316
2021-08-01,FY 2021-22,PRD06,Petroleum Coke (Petcoke),Heavy Ends,1306.94,1.3069
2021-08-01,FY 2021-22,PRD07,Bitumen,Heavy Ends,440.16,0.4402
2021-08-01,FY 2021-22,PRD08,Fuel Oil (FO / LSHS),Heavy Ends,770.6,0.7706
2021-08-01,FY 2021-22,PRD09,Light Diesel Oil & Lubes,Others,1234.44,1.2344
2021-09-01,FY 2021-22,PRD01,High Speed Diesel (HSD),Middle Distillate,7028.47,7.0285
2021-09-01,FY 2021-22,PRD02,Motor Spirit (Petrol / MS),Light Distillate,3017.82,3.0178
2021-09-01,FY 2021-22,PRD03,Liquefied Petroleum Gas (LPG),Light Distillate,2430.97,2.431
2021-09-01,FY 2021-22,PRD04,Aviation Turbine Fuel (ATF),Middle Distillate,653.66,0.6537
2021-09-01,FY 2021-22,PRD05,Naphtha,Light Distillate,1104.59,1.1046
2021-09-01,FY 2021-22,PRD06,Petroleum Coke (Petcoke),Heavy Ends,1419.03,1.419
2021-09-01,FY 2021-22,PRD07,Bitumen,Heavy Ends,742.39,0.7424
2021-09-01,FY 2021-22,PRD08,Fuel Oil (FO / LSHS),Heavy Ends,822.57,0.8226
2021-09-01,FY 2021-22,PRD09,Light Diesel Oil & Lubes,Others,1281.06,1.2811
2021-10-01,FY 2021-22,PRD01,High Speed Diesel (HSD),Middle Distillate,7388.92,7.3889
2021-10-01,FY 2021-22,PRD02,Motor Spirit (Petrol / MS),Light Distillate,3189.47,3.1895
2021-10-01,FY 2021-22,PRD03,Liquefied Petroleum Gas (LPG),Light Distillate,2588.38,2.5884
2021-10-01,FY 2021-22,PRD04,Aviation Turbine Fuel (ATF),Middle Distillate,697.89,0.6979
2021-10-01,FY 2021-22,PRD05,Naphtha,Light Distillate,1164.54,1.1645
2021-10-01,FY 2021-22,PRD06,Petroleum Coke (Petcoke),Heavy Ends,1464.06,1.4641
2021-10-01,FY 2021-22,PRD07,Bitumen,Heavy Ends,780.95,0.781
2021-10-01,FY 2021-22,PRD08,Fuel Oil (FO / LSHS),Heavy Ends,889.1,0.8891
2021-10-01,FY 2021-22,PRD09,Light Diesel Oil & Lubes,Others,1375.96,1.376
2021-11-01,FY 2021-22,PRD01,High Speed Diesel (HSD),Middle Distillate,7385.52,7.3855
2021-11-01,FY 2021-22,PRD02,Motor Spirit (Petrol / MS),Light Distillate,3215.51,3.2155
2021-11-01,FY 2021-22,PRD03,Liquefied Petroleum Gas (LPG),Light Distillate,2594.46,2.5945
2021-11-01,FY 2021-22,PRD04,Aviation Turbine Fuel (ATF),Middle Distillate,663.35,0.6633
2021-11-01,FY 2021-22,PRD05,Naphtha,Light Distillate,1179.02,1.179
2021-11-01,FY 2021-22,PRD06,Petroleum Coke (Petcoke),Heavy Ends,1497.33,1.4973
2021-11-01,FY 2021-22,PRD07,Bitumen,Heavy Ends,770.18,0.7702
2021-11-01,FY 2021-22,PRD08,Fuel Oil (FO / LSHS),Heavy Ends,869.77,0.8698
2021-11-01,FY 2021-22,PRD09,Light Diesel Oil & Lubes,Others,1357.96,1.358
2021-12-01,FY 2021-22,PRD01,High Speed Diesel (HSD),Middle Distillate,7415.9,7.4159
2021-12-01,FY 2021-22,PRD02,Motor Spirit (Petrol / MS),Light Distillate,3237.84,3.2378
2021-12-01,FY 2021-22,PRD03,Liquefied Petroleum Gas (LPG),Light Distillate,2610.01,2.61
2021-12-01,FY 2021-22,PRD04,Aviation Turbine Fuel (ATF),Middle Distillate,673.7,0.6737
2021-12-01,FY 2021-22,PRD05,Naphtha,Light Distillate,1179.91,1.1799
2021-12-01,FY 2021-22,PRD06,Petroleum Coke (Petcoke),Heavy Ends,1449.68,1.4497
