date,fiscal_year,refinery_id,refinery_name,operator,sector,crude_processed_tmt,capacity_utilization_pct
2019-04-01,FY 2019-20,REF01,IOCL Panipat,IOCL,PSU,1314.59,105.17
2019-04-01,FY 2019-20,REF02,IOCL Koyali (Gujarat),IOCL,PSU,1179.73,103.33
2019-04-01,FY 2019-20,REF03,IOCL Paradip,IOCL,PSU,1227.16,98.17
2019-04-01,FY 2019-20,REF04,IOCL Mathura,IOCL,PSU,696.15,104.42
2019-04-01,FY 2019-20,REF05,IOCL Haldia,IOCL,PSU,672.49,107.6
2019-04-01,FY 2019-20,REF06,IOCL Barauni,IOCL,PSU,526.41,105.28
2019-04-01,FY 2019-20,REF07,IOCL Bongaigaon,IOCL,PSU,187.66,95.83
2019-04-01,FY 2019-20,REF08,IOCL Guwahati,IOCL,PSU,86.07,103.29
2019-04-01,FY 2019-20,REF09,IOCL Digboi,IOCL,PSU,52.19,96.35
2019-04-01,FY 2019-20,REF10,BPCL Kochi,BPCL,PSU,1289.95,99.87
2019-04-01,FY 2019-20,REF11,BPCL Mumbai,BPCL,PSU,1025.56,102.56
2019-04-01,FY 2019-20,REF12,HPCL Mumbai,HPCL,PSU,807.55,102.01
2019-04-01,FY 2019-20,REF13,HPCL Visakhapatnam,HPCL,PSU,964.29,105.19
2019-04-01,FY 2019-20,REF14,CPCL Manali (Chennai),CPCL (IOCL),PSU,941.69,107.62
2019-04-01,FY 2019-20,REF15,MRPL Mangalore,MRPL (ONGC),PSU,1287.06,102.96
2019-04-01,FY 2019-20,REF16,NRL Numaligarh,NRL (OIL),PSU,248.92,99.57
2019-04-01,FY 2019-20,REF17,HMEL Bathinda (GGSR),HMEL (HPCL-Mittal),JV,925.39,98.27
2019-04-01,FY 2019-20,REF18,BORL Bina,BPCL (BORL),PSU,690.78,106.27
2019-04-01,FY 2019-20,REF19,Reliance Jamnagar (DTA),Reliance Industries,Private,2962.64,107.73
2019-04-01,FY 2019-20,REF20,Reliance Jamnagar (SEZ Export),Reliance Industries,Private,3164.69,107.89
2019-04-01,FY 2019-20,REF21,Nayara Energy (Vadinar),Nayara Energy,Private,1802.07,108.12
2019-05-01,FY 2019-20,REF01,IOCL Panipat,IOCL,PSU,1284.65,102.77
2019-05-01,FY 2019-20,REF02,IOCL Koyali (Gujarat),IOCL,PSU,1174.71,102.89
2019-05-01,FY 2019-20,REF03,IOCL Paradip,IOCL,PSU,1249.12,99.93
2019-05-01,FY 2019-20,REF04,IOCL Mathura,IOCL,PSU,670.69,100.6
2019-05-01,FY 2019-20,REF05,IOCL Haldia,IOCL,PSU,616.18,98.59
2019-05-01,FY 2019-20,REF06,IOCL Barauni,IOCL,PSU,490.85,98.17
2019-05-01,FY 2019-20,REF07,IOCL Bongaigaon,IOCL,PSU,192.21,98.15
2019-05-01,FY 2019-20,REF08,IOCL Guwahati,IOCL,PSU,83.8,100.56
2019-05-01,FY 2019-20,REF09,IOCL Digboi,IOCL,PSU,52.77,97.41
2019-05-01,FY 2019-20,REF10,BPCL Kochi,BPCL,PSU,1154.39,89.37
2019-05-01,FY 2019-20,REF11,BPCL Mumbai,BPCL,PSU,995.01,99.5
2019-05-01,FY 2019-20,REF12,HPCL Mumbai,HPCL,PSU,760.4,96.05
2019-05-01,FY 2019-20,REF13,HPCL Visakhapatnam,HPCL,PSU,929.84,101.44
2019-05-01,FY 2019-20,REF14,CPCL Manali (Chennai),CPCL (IOCL),PSU,862.52,98.57
2019-05-01,FY 2019-20,REF15,MRPL Mangalore,MRPL (ONGC),PSU,1285.3,102.82
2019-05-01,FY 2019-20,REF16,NRL Numaligarh,NRL (OIL),PSU,240.96,96.38
2019-05-01,FY 2019-20,REF17,HMEL Bathinda (GGSR),HMEL (HPCL-Mittal),JV,929.84,98.74
2019-05-01,FY 2019-20,REF18,BORL Bina,BPCL (BORL),PSU,653.99,100.61
2019-05-01,FY 2019-20,REF19,Reliance Jamnagar (DTA),Reliance Industries,Private,2935.68,106.75
2019-05-01,FY 2019-20,REF20,Reliance Jamnagar (SEZ Export),Reliance Industries,Private,3052.09,104.05
2019-05-01,FY 2019-20,REF21,Nayara Energy (Vadinar),Nayara Energy,Private,1838.8,110.33
2019-06-01,FY 2019-20,REF01,IOCL Panipat,IOCL,PSU,1212.39,96.99
2019-06-01,FY 2019-20,REF02,IOCL Koyali (Gujarat),IOCL,PSU,1118.72,97.99
2019-06-01,FY 2019-20,REF03,IOCL Paradip,IOCL,PSU,1311.27,104.9
2019-06-01,FY 2019-20,REF04,IOCL Mathura,IOCL,PSU,687.08,103.06
2019-06-01,FY 2019-20,REF05,IOCL Haldia,IOCL,PSU,603.66,96.59
2019-06-01,FY 2019-20,REF06,IOCL Barauni,IOCL,PSU,498.38,99.68
2019-06-01,FY 2019-20,REF07,IOCL Bongaigaon,IOCL,PSU,188.42,96.21
2019-06-01,FY 2019-20,REF08,IOCL Guwahati,IOCL,PSU,87.15,104.57
2019-06-01,FY 2019-20,REF09,IOCL Digboi,IOCL,PSU,56.64,104.57
2019-06-01,FY 2019-20,REF10,BPCL Kochi,BPCL,PSU,1399.11,108.32
2019-06-01,FY 2019-20,REF11,BPCL Mumbai,BPCL,PSU,1101.27,110.13
2019-06-01,FY 2019-20,REF12,HPCL Mumbai,HPCL,PSU,780.02,98.53
2019-06-01,FY 2019-20,REF13,HPCL Visakhapatnam,HPCL,PSU,951.97,103.85
2019-06-01,FY 2019-20,REF14,CPCL Manali (Chennai),CPCL (IOCL),PSU,817.84,93.47
2019-06-01,FY 2019-20,REF15,MRPL Mangalore,MRPL (ONGC),PSU,1271.76,101.74
2019-06-01,FY 2019-20,REF16,NRL Numaligarh,NRL (OIL),PSU,256.75,102.7
2019-06-01,FY 2019-20,REF17,HMEL Bathinda (GGSR),HMEL (HPCL-Mittal),JV,952.43,101.14
2019-06-01,FY 2019-20,REF18,BORL Bina,BPCL (BORL),PSU,638.9,98.29
2019-06-01,FY 2019-20,REF19,Reliance Jamnagar (DTA),Reliance Industries,Private,3044.28,110.7
2019-06-01,FY 2019-20,REF20,Reliance Jamnagar (SEZ Export),Reliance Industries,Private,3207.71,109.35
2019-06-01,FY 2019-20,REF21,Nayara Energy (Vadinar),Nayara Energy,Private,1883.36,113.0
2019-07-01,FY 2019-20,REF01,IOCL Panipat,IOCL,PSU,1338.66,107.09
2019-07-01,FY 2019-20,REF02,IOCL Koyali (Gujarat),IOCL,PSU,1077.43,94.37
2019-07-01,FY 2019-20,REF03,IOCL Paradip,IOCL,PSU,1236.28,98.9
2019-07-01,FY 2019-20,REF04,IOCL Mathura,IOCL,PSU,645.33,96.8
2019-07-01,FY 2019-20,REF05,IOCL Haldia,IOCL,PSU,650.19,104.03
2019-07-01,FY 2019-20,REF06,IOCL Barauni,IOCL,PSU,510.68,102.14
2019-07-01,FY 2019-20,REF07,IOCL Bongaigaon,IOCL,PSU,190.05,97.05
2019-07-01,FY 2019-20,REF08,IOCL Guwahati,IOCL,PSU,81.34,97.61
2019-07-01,FY 2019-20,REF09,IOCL Digboi,IOCL,PSU,57.42,106.0
2019-07-01,FY 2019-20,REF10,BPCL Kochi,BPCL,PSU,833.94,64.56
2019-07-01,FY 2019-20,REF11,BPCL Mumbai,BPCL,PSU,928.97,92.9
2019-07-01,FY 2019-20,REF12,HPCL Mumbai,HPCL,PSU,765.67,96.72
2019-07-01,FY 2019-20,REF13,HPCL Visakhapatnam,HPCL,PSU,995.92,108.65
2019-07-01,FY 2019-20,REF14,CPCL Manali (Chennai),CPCL (IOCL),PSU,919.01,105.03
2019-07-01,FY 2019-20,REF15,MRPL Mangalore,MRPL (ONGC),PSU,1199.75,95.98
2019-07-01,FY 2019-20,REF16,NRL Numaligarh,NRL (OIL),PSU,254.35,101.74
2019-07-01,FY 2019-20,REF17,HMEL Bathinda (GGSR),HMEL (HPCL-Mittal),JV,1005.83,106.81
2019-07-01,FY 2019-20,REF18,BORL Bina,BPCL (BORL),PSU,613.12,94.33
2019-07-01,FY 2019-20,REF19,Reliance Jamnagar (DTA),Reliance Industries,Private,3057.35,111.18
2019-07-01,FY 2019-20,REF20,Reliance Jamnagar (SEZ Export),Reliance Industries,Private,3206.84,109.32
2019-07-01,FY 2019-20,REF21,Nayara Energy (Vadinar),Nayara Energy,Private,1763.34,105.8
2019-08-01,FY 2019-20,REF01,IOCL Panipat,IOCL,PSU,1292.66,103.41
2019-08-01,FY 2019-20,REF02,IOCL Koyali (Gujarat),IOCL,PSU,1166.7,102.19
2019-08-01,FY 2019-20,REF03,IOCL Paradip,IOCL,PSU,1280.88,102.47
2019-08-01,FY 2019-20,REF04,IOCL Mathura,IOCL,PSU,440.23,66.04
2019-08-01,FY 2019-20,REF05,IOCL Haldia,IOCL,PSU,609.22,97.48
2019-08-01,FY 2019-20,REF06,IOCL Barauni,IOCL,PSU,490.76,98.15
2019-08-01,FY 2019-20,REF07,IOCL Bongaigaon,IOCL,PSU,195.93,100.05
2019-08-01,FY 2019-20,REF08,IOCL Guwahati,IOCL,PSU,84.32,101.18
2019-08-01,FY 2019-20,REF09,IOCL Digboi,IOCL,PSU,56.15,103.66
2019-08-01,FY 2019-20,REF10,BPCL Kochi,BPCL,PSU,1404.88,108.76
2019-08-01,FY 2019-20,REF11,BPCL Mumbai,BPCL,PSU,1019.26,101.93
2019-08-01,FY 2019-20,REF12,HPCL Mumbai,HPCL,PSU,820.06,103.59
2019-08-01,FY 2019-20,REF13,HPCL Visakhapatnam,HPCL,PSU,958.15,104.53
2019-08-01,FY 2019-20,REF14,CPCL Manali (Chennai),CPCL (IOCL),PSU,590.84,67.52
2019-08-01,FY 2019-20,REF15,MRPL Mangalore,MRPL (ONGC),PSU,1216.69,97.33
2019-08-01,FY 2019-20,REF16,NRL Numaligarh,NRL (OIL),PSU,172.94,69.17
2019-08-01,FY 2019-20,REF17,HMEL Bathinda (GGSR),HMEL (HPCL-Mittal),JV,1012.39,107.51
2019-08-01,FY 2019-20,REF18,BORL Bina,BPCL (BORL),PSU,659.99,101.54
2019-08-01,FY 2019-20,REF19,Reliance Jamnagar (DTA),Reliance Industries,Private,2898.91,105.41
2019-08-01,FY 2019-20,REF20,Reliance Jamnagar (SEZ Export),Reliance Industries,Private,3170.64,108.09
2019-08-01,FY 2019-20,REF21,Nayara Energy (Vadinar),Nayara Energy,Private,1721.93,103.32
2019-09-01,FY 2019-20,REF01,IOCL Panipat,IOCL,PSU,1337.67,107.01
2019-09-01,FY 2019-20,REF02,IOCL Koyali (Gujarat),IOCL,PSU,1124.42,98.49
2019-09-01,FY 2019-20,REF03,IOCL Paradip,IOCL,PSU,1248.1,99.85
2019-09-01,FY 2019-20,REF04,IOCL Mathura,IOCL,PSU,711.16,106.67
2019-09-01,FY 2019-20,REF05,IOCL Haldia,IOCL,PSU,569.05,91.05
2019-09-01,FY 2019-20,REF06,IOCL Barauni,IOCL,PSU,530.54,106.11
2019-09-01,FY 2019-20,REF07,IOCL Bongaigaon,IOCL,PSU,200.44,102.35
2019-09-01,FY 2019-20,REF08,IOCL Guwahati,IOCL,PSU,89.75,107.71
2019-09-01,FY 2019-20,REF09,IOCL Digboi,IOCL,PSU,52.66,97.22
2019-09-01,FY 2019-20,REF10,BPCL Kochi,BPCL,PSU,1322.08,102.35
2019-09-01,FY 2019-20,REF11,BPCL Mumbai,BPCL,PSU,972.48,97.25
2019-09-01,FY 2019-20,REF12,HPCL Mumbai,HPCL,PSU,834.44,105.4
2019-09-01,FY 2019-20,REF13,HPCL Visakhapatnam,HPCL,PSU,964.75,105.25
2019-09-01,FY 2019-20,REF14,CPCL Manali (Chennai),CPCL (IOCL),PSU,945.39,108.04
2019-09-01,FY 2019-20,REF15,MRPL Mangalore,MRPL (ONGC),PSU,1262.48,101.0
2019-09-01,FY 2019-20,REF16,NRL Numaligarh,NRL (OIL),PSU,273.36,109.34
2019-09-01,FY 2019-20,REF17,HMEL Bathinda (GGSR),HMEL (HPCL-Mittal),JV,950.67,100.96
2019-09-01,FY 2019-20,REF18,BORL Bina,BPCL (BORL),PSU,655.1,100.78
2019-09-01,FY 2019-20,REF19,Reliance Jamnagar (DTA),Reliance Industries,Private,2888.96,105.05
2019-09-01,FY 2019-20,REF20,Reliance Jamnagar (SEZ Export),Reliance Industries,Private,3185.26,108.59
2019-09-01,FY 2019-20,REF21,Nayara Energy (Vadinar),Nayara Energy,Private,1754.8,105.29
2019-10-01,FY 2019-20,REF01,IOCL Panipat,IOCL,PSU,1317.69,105.42
2019-10-01,FY 2019-20,REF02,IOCL Koyali (Gujarat),IOCL,PSU,1174.78,102.9
2019-10-01,FY 2019-20,REF03,IOCL Paradip,IOCL,PSU,1207.89,96.63
2019-10-01,FY 2019-20,REF04,IOCL Mathura,IOCL,PSU,695.59,104.34
2019-10-01,FY 2019-20,REF05,IOCL Haldia,IOCL,PSU,671.0,107.36
2019-10-01,FY 2019-20,REF06,IOCL Barauni,IOCL,PSU,516.48,103.3
2019-10-01,FY 2019-20,REF07,IOCL Bongaigaon,IOCL,PSU,187.09,95.54
2019-10-01,FY 2019-20,REF08,IOCL Guwahati,IOCL,PSU,83.67,100.4
2019-10-01,FY 2019-20,REF09,IOCL Digboi,IOCL,PSU,56.24,103.82
2019-10-01,FY 2019-20,REF10,BPCL Kochi,BPCL,PSU,1292.04,100.03
2019-10-01,FY 2019-20,REF11,BPCL Mumbai,BPCL,PSU,968.95,96.89
2019-10-01,FY 2019-20,REF12,HPCL Mumbai,HPCL,PSU,838.53,105.92
2019-10-01,FY 2019-20,REF13,HPCL Visakhapatnam,HPCL,PSU,915.41,99.86
2019-10-01,FY 2019-20,REF14,CPCL Manali (Chennai),CPCL (IOCL),PSU,939.42,107.36
2019-10-01,FY 2019-20,REF15,MRPL Mangalore,MRPL (ONGC),PSU,1236.53,98.92
2019-10-01,FY 2019-20,REF16,NRL Numaligarh,NRL (OIL),PSU,249.09,99.64
2019-10-01,FY 2019-20,REF17,HMEL Bathinda (GGSR),HMEL (HPCL-Mittal),JV,962.56,102.22
2019-10-01,FY 2019-20,REF18,BORL Bina,BPCL (BORL),PSU,652.19,100.34
2019-10-01,FY 2019-20,REF19,Reliance Jamnagar (DTA),Reliance Industries,Private,3007.8,109.37
2019-10-01,FY 2019-20,REF20,Reliance Jamnagar (SEZ Export),Reliance Industries,Private,3081.78,105.06
2019-10-01,FY 2019-20,REF21,Nayara Energy (Vadinar),Nayara Energy,Private,1742.33,104.54
2019-11-01,FY 2019-20,REF01,IOCL Panipat,IOCL,PSU,1178.13,94.25
2019-11-01,FY 2019-20,REF02,IOCL Koyali (Gujarat),IOCL,PSU,1071.16,93.82
2019-11-01,FY 2019-20,REF03,IOCL Paradip,IOCL,PSU,1194.73,95.58
2019-11-01,FY 2019-20,REF04,IOCL Mathura,IOCL,PSU,659.31,98.9
2019-11-01,FY 2019-20,REF05,IOCL Haldia,IOCL,PSU,635.69,101.71
2019-11-01,FY 2019-20,REF06,IOCL Barauni,IOCL,PSU,513.01,102.6
2019-11-01,FY 2019-20,REF07,IOCL Bongaigaon,IOCL,PSU,198.82,101.52
2019-11-01,FY 2019-20,REF08,IOCL Guwahati,IOCL,PSU,89.0,106.8
2019-11-01,FY 2019-20,REF09,IOCL Digboi,IOCL,PSU,58.62,108.23
2019-11-01,FY 2019-20,REF10,BPCL Kochi,BPCL,PSU,1290.13,99.88
2019-11-01,FY 2019-20,REF11,BPCL Mumbai,BPCL,PSU,971.42,97.14
2019-11-01,FY 2019-20,REF12,HPCL Mumbai,HPCL,PSU,868.14,109.66
2019-11-01,FY 2019-20,REF13,HPCL Visakhapatnam,HPCL,PSU,969.49,105.76
2019-11-01,FY 2019-20,REF14,CPCL Manali (Chennai),CPCL (IOCL),PSU,922.46,105.42
2019-11-01,FY 2019-20,REF15,MRPL Mangalore,MRPL (ONGC),PSU,1234.3,98.74
2019-11-01,FY 2019-20,REF16,NRL Numaligarh,NRL (OIL),PSU,261.12,104.45
2019-11-01,FY 2019-20,REF17,HMEL Bathinda (GGSR),HMEL (HPCL-Mittal),JV,983.26,104.42
2019-11-01,FY 2019-20,REF18,BORL Bina,BPCL (BORL),PSU,654.58,100.7
2019-11-01,FY 2019-20,REF19,Reliance Jamnagar (DTA),Reliance Industries,Private,2963.76,107.77
2019-11-01,FY 2019-20,REF20,Reliance Jamnagar (SEZ Export),Reliance Industries,Private,3212.49,109.52
2019-11-01,FY 2019-20,REF21,Nayara Energy (Vadinar),Nayara Energy,Private,1874.46,112.47
2019-12-01,FY 2019-20,REF01,IOCL Panipat,IOCL,PSU,1376.07,110.09
2019-12-01,FY 2019-20,REF02,IOCL Koyali (Gujarat),IOCL,PSU,1134.62,99.38
2019-12-01,FY 2019-20,REF03,IOCL Paradip,IOCL,PSU,1272.27,101.78
2019-12-01,FY 2019-20,REF04,IOCL Mathura,IOCL,PSU,670.7,100.6
2019-12-01,FY 2019-20,REF05,IOCL Haldia,IOCL,PSU,642.15,102.74
2019-12-01,FY 2019-20,REF06,IOCL Barauni,IOCL,PSU,454.36,90.87
2019-12-01,FY 2019-20,REF07,IOCL Bongaigaon,IOCL,PSU,196.05,100.11
2019-12-01,FY 2019-20,REF08,IOCL Guwahati,IOCL,PSU,90.99,109.19
2019-12-01,FY 2019-20,REF09,IOCL Digboi,IOCL,PSU,53.25,98.3
2019-12-01,FY 2019-20,REF10,BPCL Kochi,BPCL,PSU,1283.76,99.39
2019-12-01,FY 2019-20,REF11,BPCL Mumbai,BPCL,PSU,988.0,98.8
2019-12-01,FY 2019-20,REF12,HPCL Mumbai,HPCL,PSU,794.93,100.41
2019-12-01,FY 2019-20,REF13,HPCL Visakhapatnam,HPCL,PSU,878.44,95.83
2019-12-01,FY 2019-20,REF14,CPCL Manali (Chennai),CPCL (IOCL),PSU,865.12,98.87
2019-12-01,FY 2019-20,REF15,MRPL Mangalore,MRPL (ONGC),PSU,1283.79,102.7
2019-12-01,FY 2019-20,REF16,NRL Numaligarh,NRL (OIL),PSU,256.68,102.67
2019-12-01,FY 2019-20,REF17,HMEL Bathinda (GGSR),HMEL (HPCL-Mittal),JV,986.47,104.76
2019-12-01,FY 2019-20,REF18,BORL Bina,BPCL (BORL),PSU,692.5,106.54
2019-12-01,FY 2019-20,REF19,Reliance Jamnagar (DTA),Reliance Industries,Private,3008.49,109.4
2019-12-01,FY 2019-20,REF20,Reliance Jamnagar (SEZ Export),Reliance Industries,Private,3286.47,112.04
2019-12-01,FY 2019-20,REF21,Nayara Energy (Vadinar),Nayara Energy,Private,1913.62,114.82
2020-01-01,FY 2019-20,REF01,IOCL Panipat,IOCL,PSU,1306.95,104.56
2020-01-01,FY 2019-20,REF02,IOCL Koyali (Gujarat),IOCL,PSU,1094.25,95.85
2020-01-01,FY 2019-20,REF03,IOCL Paradip,IOCL,PSU,1277.14,102.17
2020-01-01,FY 2019-20,REF04,IOCL Mathura,IOCL,PSU,677.09,101.56
2020-01-01,FY 2019-20,REF05,IOCL Haldia,IOCL,PSU,670.97,107.35
2020-01-01,FY 2019-20,REF06,IOCL Barauni,IOCL,PSU,502.77,100.55
2020-01-01,FY 2019-20,REF07,IOCL Bongaigaon,IOCL,PSU,191.49,97.78
2020-01-01,FY 2019-20,REF08,IOCL Guwahati,IOCL,PSU,82.57,99.09
2020-01-01,FY 2019-20,REF09,IOCL Digboi,IOCL,PSU,51.99,95.98
2020-01-01,FY 2019-20,REF10,BPCL Kochi,BPCL,PSU,1153.23,89.28
2020-01-01,FY 2019-20,REF11,BPCL Mumbai,BPCL,PSU,1092.12,109.21
2020-01-01,FY 2019-20,REF12,HPCL Mumbai,HPCL,PSU,800.18,101.08
2020-01-01,FY 2019-20,REF13,HPCL Visakhapatnam,HPCL,PSU,882.87,96.31
2020-01-01,FY 2019-20,REF14,CPCL Manali (Chennai),CPCL (IOCL),PSU,943.1,107.78
2020-01-01,FY 2019-20,REF15,MRPL Mangalore,MRPL (ONGC),PSU,1357.36,108.59
2020-01-01,FY 2019-20,REF16,NRL Numaligarh,NRL (OIL),PSU,254.25,101.7
2020-01-01,FY 2019-20,REF17,HMEL Bathinda (GGSR),HMEL (HPCL-Mittal),JV,941.57,99.99
2020-01-01,FY 2019-20,REF18,BORL Bina,BPCL (BORL),PSU,644.68,99.18
2020-01-01,FY 2019-20,REF19,Reliance Jamnagar (DTA),Reliance Industries,Private,2951.96,107.34
2020-01-01,FY 2019-20,REF20,Reliance Jamnagar (SEZ Export),Reliance Industries,Private,3172.6,108.16
2020-01-01,FY 2019-20,REF21,Nayara Energy (Vadinar),Nayara Energy,Private,1746.97,104.82
2020-02-01,FY 2019-20,REF01,IOCL Panipat,IOCL,PSU,1311.39,104.91
2020-02-01,FY 2019-20,REF02,IOCL Koyali (Gujarat),IOCL,PSU,687.0,60.18
2020-02-01,FY 2019-20,REF03,IOCL Paradip,IOCL,PSU,1320.18,105.61
2020-02-01,FY 2019-20,REF04,IOCL Mathura,IOCL,PSU,710.3,106.55
2020-02-01,FY 2019-20,REF05,IOCL Haldia,IOCL,PSU,622.22,99.55
2020-02-01,FY 2019-20,REF06,IOCL Barauni,IOCL,PSU,503.72,100.74
2020-02-01,FY 2019-20,REF07,IOCL Bongaigaon,IOCL,PSU,209.78,107.12
2020-02-01,FY 2019-20,REF08,IOCL Guwahati,IOCL,PSU,86.38,103.66
2020-02-01,FY 2019-20,REF09,IOCL Digboi,IOCL,PSU,54.0,99.69
2020-02-01,FY 2019-20,REF10,BPCL Kochi,BPCL,PSU,1293.55,100.15
2020-02-01,FY 2019-20,REF11,BPCL Mumbai,BPCL,PSU,1030.46,103.05
2020-02-01,FY 2019-20,REF12,HPCL Mumbai,HPCL,PSU,860.86,108.74
2020-02-01,FY 2019-20,REF13,HPCL Visakhapatnam,HPCL,PSU,919.12,100.27
2020-02-01,FY 2019-20,REF14,CPCL Manali (Chennai),CPCL (IOCL),PSU,871.27,99.57
2020-02-01,FY 2019-20,REF15,MRPL Mangalore,MRPL (ONGC),PSU,1264.76,101.18
2020-02-01,FY 2019-20,REF16,NRL Numaligarh,NRL (OIL),PSU,253.01,101.2
2020-02-01,FY 2019-20,REF17,HMEL Bathinda (GGSR),HMEL (HPCL-Mittal),JV,988.46,104.97
2020-02-01,FY 2019-20,REF18,BORL Bina,BPCL (BORL),PSU,654.91,100.76
2020-02-01,FY 2019-20,REF19,Reliance Jamnagar (DTA),Reliance Industries,Private,3070.72,111.66
2020-02-01,FY 2019-20,REF20,Reliance Jamnagar (SEZ Export),Reliance Industries,Private,3090.84,105.37
2020-02-01,FY 2019-20,REF21,Nayara Energy (Vadinar),Nayara Energy,Private,1821.74,109.3
2020-03-01,FY 2019-20,REF01,IOCL Panipat,IOCL,PSU,1286.27,102.9
2020-03-01,FY 2019-20,REF02,IOCL Koyali (Gujarat),IOCL,PSU,1116.75,97.82
2020-03-01,FY 2019-20,REF03,IOCL Paradip,IOCL,PSU,1283.72,102.7
2020-03-01,FY 2019-20,REF04,IOCL Mathura,IOCL,PSU,686.74,103.01
2020-03-01,FY 2019-20,REF05,IOCL Haldia,IOCL,PSU,568.92,91.03
2020-03-01,FY 2019-20,REF06,IOCL Barauni,IOCL,PSU,485.69,97.14
2020-03-01,FY 2019-20,REF07,IOCL Bongaigaon,IOCL,PSU,210.55,107.52
2020-03-01,FY 2019-20,REF08,IOCL Guwahati,IOCL,PSU,82.23,98.67
2020-03-01,FY 2019-20,REF09,IOCL Digboi,IOCL,PSU,52.16,96.3
2020-03-01,FY 2019-20,REF10,BPCL Kochi,BPCL,PSU,1209.95,93.67
2020-03-01,FY 2019-20,REF11,BPCL Mumbai,BPCL,PSU,967.95,96.79
2020-03-01,FY 2019-20,REF12,HPCL Mumbai,HPCL,PSU,796.31,100.59
2020-03-01,FY 2019-20,REF13,HPCL Visakhapatnam,HPCL,PSU,880.4,96.04
2020-03-01,FY 2019-20,REF14,CPCL Manali (Chennai),CPCL (IOCL),PSU,907.51,103.72
2020-03-01,FY 2019-20,REF15,MRPL Mangalore,MRPL (ONGC),PSU,1221.88,97.75
2020-03-01,FY 2019-20,REF16,NRL Numaligarh,NRL (OIL),PSU,255.81,102.32
2020-03-01,FY 2019-20,REF17,HMEL Bathinda (GGSR),HMEL (HPCL-Mittal),JV,1020.32,108.35
2020-03-01,FY 2019-20,REF18,BORL Bina,BPCL (BORL),PSU,692.29,106.51
2020-03-01,FY 2019-20,REF19,Reliance Jamnagar (DTA),Reliance Industries,Private,2995.83,108.94
2020-03-01,FY 2019-20,REF20,Reliance Jamnagar (SEZ Export),Reliance Industries,Private,3070.18,104.67
2020-03-01,FY 2019-20,REF21,Nayara Energy (Vadinar),Nayara Energy,Private,1798.21,107.89
2020-04-01,FY 2020-21,REF01,IOCL Panipat,IOCL,PSU,870.29,69.62
2020-04-01,FY 2020-21,REF02,IOCL Koyali (Gujarat),IOCL,PSU,560.36,49.08
2020-04-01,FY 2020-21,REF03,IOCL Paradip,IOCL,PSU,795.94,63.67
2020-04-01,FY 2020-21,REF04,IOCL Mathura,IOCL,PSU,457.28,68.59
2020-04-01,FY 2020-21,REF05,IOCL Haldia,IOCL,PSU,440.14,70.42
2020-04-01,FY 2020-21,REF06,IOCL Barauni,IOCL,PSU,345.07,69.01
2020-04-01,FY 2020-21,REF07,IOCL Bongaigaon,IOCL,PSU,135.74,69.31
2020-04-01,FY 2020-21,REF08,IOCL Guwahati,IOCL,PSU,55.52,66.62
2020-04-01,FY 2020-21,REF09,IOCL Digboi,IOCL,PSU,38.61,71.29
2020-04-01,FY 2020-21,REF10,BPCL Kochi,BPCL,PSU,888.93,68.82
2020-04-01,FY 2020-21,REF11,BPCL Mumbai,BPCL,PSU,693.03,69.3
2020-04-01,FY 2020-21,REF12,HPCL Mumbai,HPCL,PSU,566.85,71.6
2020-04-01,FY 2020-21,REF13,HPCL Visakhapatnam,HPCL,PSU,622.15,67.87
2020-04-01,FY 2020-21,REF14,CPCL Manali (Chennai),CPCL (IOCL),PSU,632.18,72.25
2020-04-01,FY 2020-21,REF15,MRPL Mangalore,MRPL (ONGC),PSU,815.32,65.23
2020-04-01,FY 2020-21,REF16,NRL Numaligarh,NRL (OIL),PSU,173.65,69.46
2020-04-01,FY 2020-21,REF17,HMEL Bathinda (GGSR),HMEL (HPCL-Mittal),JV,650.28,69.06
2020-04-01,FY 2020-21,REF18,BORL Bina,BPCL (BORL),PSU,427.57,65.78
2020-04-01,FY 2020-21,REF19,Reliance Jamnagar (DTA),Reliance Industries,Private,2127.33,77.36
2020-04-01,FY 2020-21,REF20,Reliance Jamnagar (SEZ Export),Reliance Industries,Private,2081.06,70.95
2020-04-01,FY 2020-21,REF21,Nayara Energy (Vadinar),Nayara Energy,Private,1226.42,73.59
2020-05-01,FY 2020-21,REF01,IOCL Panipat,IOCL,PSU,814.52,65.16
2020-05-01,FY 2020-21,REF02,IOCL Koyali (Gujarat),IOCL,PSU,534.68,46.83
2020-05-01,FY 2020-21,REF03,IOCL Paradip,IOCL,PSU,845.03,67.6
2020-05-01,FY 2020-21,REF04,IOCL Mathura,IOCL,PSU,477.24,71.59
2020-05-01,FY 2020-21,REF05,IOCL Haldia,IOCL,PSU,439.52,70.32
2020-05-01,FY 2020-21,REF06,IOCL Barauni,IOCL,PSU,374.73,74.95
2020-05-01,FY 2020-21,REF07,IOCL Bongaigaon,IOCL,PSU,126.62,64.66
2020-05-01,FY 2020-21,REF08,IOCL Guwahati,IOCL,PSU,55.03,66.03
2020-05-01,FY 2020-21,REF09,IOCL Digboi,IOCL,PSU,38.69,71.42
2020-05-01,FY 2020-21,REF10,BPCL Kochi,BPCL,PSU,898.93,69.59
2020-05-01,FY 2020-21,REF11,BPCL Mumbai,BPCL,PSU,680.61,68.06
